id,building,room,days,start_time,end_time
2787,RVR,1004,TR,1000AM,1115AM
2788,RVR,1004,TR,1130AM,1245PM
2789,EUR,107,M,0900AM,1050AM
2790,TEB,1357,W,1100AM,0150PM
2791,TEB,1357,W,0300PM,0550PM
2792,TEB,1357,F,1100AM,0150PM
2793,RVR,4001,TR,0800AM,0850AM
2794,RVR,4001,TR,0900AM,1015AM
2795,TEB,1218,TR,1230PM,0120PM
2796,TEB,1218,TR,0130PM,0245PM
2797,ARC,1014,TR,1200PM,0115PM
2798,AMD,260,T,0300PM,0550PM
2799,ALP,147,MW,1100AM,1150AM
2800,TEB,1349,F,0900AM,1145AM
2801,TEB,1349,F,0100PM,0345PM
2802,RVR,4001,TR,1030AM,1145AM
2803,ARC,1014,TR,0130PM,0245PM
2804,ARC,1014,MW,0200PM,0250PM
2805,TAH,1002,MW,0900AM,0950AM
2806,TAH,1002,MW,0300PM,0350PM
2807,RVR,1003,T,1030AM,0115PM
2808,RVR,1003,T,0530PM,0820PM
2809,RVR,1003,R,0530PM,0820PM
2810,RVR,1003,F,1100AM,0150PM
2811,LSN,2300,TR,0300PM,0415PM
2812,RVR,1015,MW,1100AM,1150AM
2813,RVR,1015,TR,1100AM,1150AM
2814,ARC,1011,R,1030AM,1120AM
2815,RVR,4001,M,1200PM,0250PM
2816,ARC,1015,M,0800AM,1050AM
2817,ARC,1014,W,0800AM,1050AM
2818,ARC,1015,W,1200PM,0250PM
2819,AMD,219,M,0900AM,0950AM
2820,AMD,219,W,0900AM,0950AM
2821,TEB,1329,M,0300PM,0550PM
2822,TEB,1329,T,0630PM,0920PM
2823,TEB,1329,W,0300PM,0550PM
2824,BRH,203,M,0500PM,0650PM
2825,YSM,117,MW,0530PM,0645PM
2826,ARC,1015,TR,0530PM,0645PM
2827,AMD,260,R,0300PM,0550PM
2828,YSM,141,M,0830AM,0950AM
2829,YSM,141,W,0830AM,0950AM
2830,EUR,113,W,1015AM,1215PM
2831,EUR,113,W,0300PM,0500PM
2832,YSM,119,T,0115PM,0315PM
2833,YSM,119,W,0200PM,0500PM
2834,YSM,133,M,0900AM,1100AM
2835,YSM,133,W,0200PM,0500PM
2836,EUR,109,W,0300PM,0500PM
2837,EUR,109,M,1000AM,0100PM
2838,AMD,153,M,0900AM,0950AM
2839,AMD,153,W,0900AM,0950AM
2840,AMD,153,F,0900AM,0950AM
2841,AMD,153,F,1000AM,1050AM
2842,WEB,ONLINE,R,1200PM,0115PM
2843,AMD,219,TR,1200PM,0115PM
2844,AMD,219,TR,0130PM,0245PM
2845,WEB,ONLINE,R,0130PM,0245PM
2846,TAH,1004,MW,0430PM,0545PM
2847,ALP,232,MW,0130PM,0245PM
2848,AMD,153,MW,0300PM,0415PM
2849,ALP,236,MW,0430PM,0545PM
2850,ALP,204,MW,0600PM,0715PM
2851,EUR,107,TR,1030AM,1145AM
2852,ALP,236,TR,0300PM,0415PM
2853,ALP,204,TR,0430PM,0545PM
2854,BRH,114,TR,0600PM,0715PM
2855,MND,2004,MW,1200PM,0115PM
2856,MND,2004,MW,0130PM,0245PM
2857,TAH,1007,W,0600PM,0850PM
2858,ALP,204,TR,1200PM,0115PM
2859,WEB,ONLINE,MW,0300PM,0415PM
2860,MND,2003,TR,1200PM,0115PM
2861,MND,2003,MW,0600PM,0715PM
2862,ARC,1013,TR,0430PM,0545PM
2863,MND,2004,MW,0430PM,0545PM
2864,BRH,110,MW,0300PM,0415PM
2865,BRH,114,MW,0430PM,0545PM
2866,WEB,ONLINE,R,0430PM,0545PM
2867,TAH,1004,TR,0430PM,0545PM
2868,TAH,1003,TR,0300PM,0415PM
2869,ALP,224,TR,0300PM,0415PM
2870,TAH,1026,MW,0730AM,0845AM
2871,EUR,107,MW,1200PM,0115PM
2872,AMD,153,MW,0130PM,0245PM
2873,BRH,202,MW,0430PM,0545PM
2874,BRH,202,MW,0600PM,0715PM
2875,EUR,107,TR,0900AM,1015AM
2876,LIB,3021,TR,0130PM,0245PM
2877,LIB,3021,TR,0300PM,0415PM
2878,LIB,3021,TR,0430PM,0545PM
2879,ARC,1013,MW,0900AM,1015AM
2880,ALP,224,MW,1200PM,0115PM
2881,ALP,224,MW,0130PM,0245PM
2882,MND,2004,TR,1030AM,1145AM
2883,EUR,107,TR,1200PM,0115PM
2884,BRH,202,MW,0300PM,0415PM
2885,TAH,1026,TR,0130PM,0245PM
2886,TAH,1026,TR,0300PM,0415PM
2887,BRH,110,R,0600PM,0850PM
2888,BRH,104,M,0600PM,0850PM
2889,AMD,219,TR,0900AM,1015AM
2890,AMD,219,TR,1030AM,1145AM
2891,TAH,1026,MW,0430PM,0545PM
2892,TAH,1026,TR,1200PM,0115PM
2893,EUR,107,TR,0430PM,0545PM
2894,ALP,232,R,0600PM,0850PM
2895,TAH,1003,TR,0130PM,0245PM
2896,ALP,232,TR,0300PM,0415PM
2897,ARC,1009,MW,1200PM,0115PM
2898,TAH,1003,MW,0130PM,0245PM
2899,CPS,301,F,0900AM,1050AM
2900,CPS,309,F,1000AM,1050AM
2901,CPS,205,MW,1000AM,1050AM
2902,CPS,209,MW,0800AM,0850AM
2903,CPS,309,F,0800AM,0850AM
2904,CPS,151,TR,0900AM,1015AM
2905,CPS,151,TR,1200PM,0115PM
2906,CPS,209,TR,1030AM,1145AM
2907,CPS,209,TR,0900AM,1015AM
2908,CPS,227,TR,0900AM,1015AM
2909,CPS,209,MWF,1100AM,1150AM
2910,CPS,209,MWF,1000AM,1050AM
2911,CPS,223,MWF,1100AM,1150AM
2912,CPS,227,MWF,1000AM,1050AM
2913,CPS,205,MWF,1100AM,1150AM
2914,CPS,205,MWF,0900AM,0950AM
2915,CPS,223,TR,1200PM,0115PM
2916,CPS,223,TR,0900AM,1015AM
2917,CPS,205,TR,0900AM,1015AM
2918,CPS,223,TR,1030AM,1145AM
2919,CPS,205,TR,1200PM,0115PM
2920,CPS,205,TR,1030AM,1145AM
2921,CPS,309,MW,0800AM,0850AM
2922,CPS,311,MW,0800AM,0850AM
2923,CPS,309,MW,0900AM,0950AM
2924,CPS,311,MW,0900AM,0950AM
2925,CPS,311,MW,1000AM,1050AM
2926,CPS,309,MW,1000AM,1050AM
2927,CPS,319,TR,1030AM,1120AM
2928,CPS,143,TR,0800AM,0850AM
2929,CPS,227,MW,0330PM,0420PM
2930,CPS,321,MW,1000AM,1050AM
2931,CPS,303,TR,1100AM,1150AM
2932,CPS,223,R,0300PM,0415PM
2933,CPS,223,MW,0430PM,0550PM
2934,CPS,227,F,1100AM,1150AM
2935,CPS,227,F,1150AM,0140PM
2936,CPS,227,TR,1030AM,1145AM
2937,CPS,223,MWF,1000AM,1050AM
2938,CPS,223,MW,1200PM,0115PM
2939,CPS,143,MWF,0130PM,0245PM
2940,CPS,151,TR,0300PM,0450PM
2941,CPS,143,MWF,0330PM,0550PM
2942,CPS,143,TR,0430PM,0600PM
2943,CPS,143,TR,0130PM,0245PM
2944,CPS,151,T,0600PM,0830PM
2945,CPS,143,MWF,1200PM,0115PM
2946,CPS,142A,TR,0130PM,0245PM
2947,CPS,142A,TR,0300PM,0420PM
2948,CPS,303,F,0130PM,0245PM
2949,CPS,142A,MW,0130PM,0245PM
2950,CPS,303,F,0300PM,0415PM
2951,CPS,142A,MW,0300PM,0415PM
2952,CPS,209,MW,0300PM,0420PM
2953,CPS,321,W,0300PM,0420PM
2954,CPS,319,M,0130PM,0245PM
2955,CPS,321,M,0600PM,0730PM
2956,CPS,319,M,0600PM,0730PM
2957,CPS,209,T,0300PM,0415PM
2958,CPS,143,MW,0900AM,0950AM
2959,CPS,143,TR,1030AM,1120AM
2960,CPS,227,MW,0430PM,0550PM
2961,CPS,227,MW,1100AM,1150AM
2962,CPS,142A,W,1200PM,0100PM
2963,CPS,151,M,0200PM,0350PM
2964,CPS,151,W,0200PM,0350PM
2965,CPS,319,T,0300PM,0415PM
2966,CPS,151,M,1200PM,0115PM
2967,CPS,303,W,0500PM,0620PM
2968,CPS,227,TR,0130PM,0245PM
2969,CPS,209,MWF,0900AM,0950AM
2970,CPS,319,R,0300PM,0415PM
2971,CPS,209,W,0600PM,0830PM
2972,CPS,209,M,0600PM,0830PM
2973,SLN,4008,TR,1200PM,1250PM
2974,MND,1032,MW,0300PM,0350PM
2975,ALP,205,MW,1100AM,1150AM
2976,MND,1032,TR,0130PM,0220PM
2977,MND,4003,MW,1200PM,1250PM
2978,MND,1032,TR,1030AM,1120AM
2979,EUR,106,MW,1200PM,1250PM
2980,AMD,362,TR,0300PM,0350PM
2981,MND,3009,MW,1000AM,1050AM
2982,ALP,205,TR,1200PM,1250PM
2983,MND,3007,MW,1000AM,1050AM
2984,ALP,205,TR,0900AM,0950AM
2985,MND,1032,TR,0300PM,0350PM
2986,ALP,153,MW,1100AM,1150AM
2987,EUR,413C,MW,1200PM,1250PM
2988,MND,3007,MW,1100AM,1150AM
2989,MND,4005,MW,0200PM,0250PM
2990,SLN,3008,TR,1200PM,1250PM
2991,SLN,4008,MW,1200PM,1250PM
2992,ALP,205,MW,1000AM,1050AM
2993,MND,3007,TR,1200PM,1250PM
2994,ALP,205,MW,1200PM,1250PM
2995,MND,3007,TR,0900AM,0950AM
2996,MND,3007,MW,1200PM,1250PM
2997,MND,1032,TR,0900AM,0950AM
2998,MND,1032,MW,0900AM,0950AM
2999,LIB,128,T,0300PM,0350PM
3000,BRH,115,TR,1200PM,0115PM
3001,MND,1030,W,1000AM,1050AM
3002,MND,1030,W,1100AM,1150AM
3003,TSC,1001,W,0600PM,0800PM
3004,TSC,1001,W,0600PM,0800PM
3005,KDM,145,TR,0130PM,0245PM
3006,MRP,1001,T,0430PM,0545PM
3007,WEB,ONLINE,TR,0600PM,0715PM
3008,MND,1005,TR,0900AM,1015AM
3009,MRP,1000,MW,0300PM,0415PM
3010,MRP,3007,T,0800AM,1000AM
3011,MRP,3007,T,1000AM,1150AM
3012,MRP,3007,R,0800AM,1000AM
3013,MRP,3007,R,1000AM,1150AM
3014,WEB,ONLINE,M,0900AM,1015AM
3015,ALP,232,MW,1030AM,1145AM
3016,CLV,141,R,0430PM,0720PM
3017,MRP,3001,TR,0130PM,0245PM
3018,MRP,3001,T,0245PM,0535PM
3019,MRP,3001,R,0245PM,0535PM
3020,WEB,ONLINE,M,1200PM,0115PM
3021,MRP,3001,TR,1200PM,0115PM
3022,MRP,3001,MW,0130PM,0245PM
3023,MND,3013,TR,1200PM,0115PM
3024,WEB,ONLINE,T,1200PM,0115PM
3025,MRP,3001,W,1030AM,1220PM
3026,MRP,3001,TR,0900AM,1015AM
3027,CLV,141,M,1200PM,0115PM
3028,WEB,ONLINE,MW,0430PM,0545PM
3029,MRP,3001,TR,1030AM,1145AM
3030,CLV,141,MW,0130PM,0245PM
3031,WEB,ONLINE,R,1200PM,0115PM
3032,MRP,3001,M,1030AM,0120PM
3033,MRP,3007,M,0900AM,1150AM
3034,MRP,3001,M,0300PM,0550PM
3035,MRP,3007,M,0400PM,0650PM
3036,MRP,3007,M,1200PM,0300PM
3037,MRP,3007,M,1200PM,0300PM
3038,FLS,1049,R,0200PM,0450PM
3039,FLS,1063,M,0800AM,1100AM
3040,FLS,1029A,R,0900AM,1200PM
3041,FLS,1016,W,0800AM,0400PM
3042,FLS,1017,W,0800AM,0400PM
3043,FLS,1018,W,0800AM,0400PM
3044,FLS,1019,W,0800AM,0400PM
3045,FLS,1020,F,0800AM,0400PM
3046,FLS,1016,F,0800AM,0400PM
3047,FLS,1017,F,0800AM,0400PM
3048,FLS,1018,F,0800AM,0400PM
3049,FLS,1029A,R,1230PM,0330PM
3050,FLS,1063,R,1230PM,0330PM
3051,TBA,ARR,R,1230PM,0330PM
3052,FLS,1029A,M,0800AM,1100AM
3053,FLS,1049,F,0800AM,1100AM
3054,FLS,1029A,F,0900AM,1200PM
3055,FLS,1063,F,0100PM,0400PM
3056,FLS,1049,R,0800AM,1150AM
3057,FLS,1016,R,0800AM,1150AM
3058,TBA,ARR,R,0800AM,1150AM
3059,FLS,1029A,W,0800AM,1100AM
3060,FLS,1029A,W,1200PM,0400PM
3061,WEB,ONLINE,R,0600PM,0850PM
3062,WEB,ONLINE,T,0600PM,0850PM
3063,FLS,1051,S,0900AM,0200PM
3064,TAH,1003,MW,0730AM,0845AM
3065,ALP,204,MW,0130PM,0245PM
3066,ALP,204,MW,0300PM,0415PM
3067,ALP,204,MW,0430PM,0545PM
3068,TAH,1003,MW,0900AM,1015AM
3069,AMD,153,TR,1030AM,1145AM
3070,ALP,232,TR,0430PM,0545PM
3071,ALP,204,TR,0130PM,0245PM
3072,TAH,1027,MW,0130PM,0245PM
3073,DH,110,MWF,1100AM,1150AM
3074,DH,110,MW,0900AM,0950AM
3075,MND,3009,TR,1030AM,1145AM
3076,DH,110,MW,0300PM,0415PM
3077,DH,110,MW,1000AM,1050AM
3078,DH,208,MW,0130PM,0245PM
3079,MND,3013,MWF,0900AM,0950AM
3080,MND,1003,M,0300PM,0415PM
3081,MRP,1000,T,1030AM,1145AM
3082,MRP,1000,R,1030AM,1145AM
3083,DH,110,TR,0900AM,1015AM
3084,DH,208,MWF,0900AM,0950AM
3085,DH,208,MWF,1000AM,1050AM
3086,DH,110,TR,0430PM,0545PM
3087,MND,3009,MW,1100AM,1150AM
3088,WEB,ONLINE,MW,1100AM,1150AM
3089,MND,1003,MWF,1000AM,1050AM
3090,MND,3009,MW,0900AM,0950AM
3091,MND,3009,MW,1200PM,0115PM
3092,DH,110,TR,1200PM,0115PM
3093,MND,3009,TR,0130PM,0245PM
3094,ARC,3009,MWF,1000AM,1050AM
3095,MND,3009,TR,0900AM,1015AM
3096,DH,110,TR,0300PM,0415PM
3097,DH,110,TR,1030AM,1145AM
3098,MND,3009,TR,0300PM,0415PM
3099,DH,208,T,1030AM,1145AM
3100,DH,208,R,1030AM,1145AM
3101,WEB,ONLINE,TR,0430PM,0545PM
3102,DH,110,MW,0130PM,0245PM
3103,MND,3009,W,0430PM,0545PM
3104,MND,3009,F,1100AM,1150AM
3105,WEB,ONLINE,F,1100AM,1150AM
3106,DH,110,MW,1200PM,0115PM
3107,MND,1015,MW,0200PM,0250PM
3108,MRP,1005,M,0100PM,0240PM
3109,MRP,1005,W,0100PM,0240PM
3110,MRP,1005,M,0300PM,0440PM
3111,MRP,1005,W,0300PM,0440PM
3112,CLV,141,MW,0300PM,0415PM
3113,WEB,ONLINE,TR,0900AM,1015AM
3114,KDM,264,TR,0900AM,1130AM
3115,MRP,1005,TR,0900AM,1130AM
3116,MRP,1005,TR,0130PM,0400PM
3117,KDM,280,TR,0900AM,1130AM
3118,KDM,280,TR,0130PM,0400PM
3119,KDM,280,F,1200PM,0500PM
3120,KDM,264,M,0900AM,1220PM
3121,KDM,264,W,0900AM,1220PM
3122,BRH,101,MW,0300PM,0415PM
3123,MND,1015,MW,0800AM,0850AM
3124,SQU,242,MW,0900AM,0925AM
3125,SQU,242,MW,0925AM,1050AM
3126,SQU,242,MW,0100PM,0125PM
3127,SQU,242,MW,0125PM,0250PM
3128,SQU,242,MW,0300PM,0325PM
3129,SQU,242,MW,0325PM,0450PM
3130,MND,1015,MW,0400PM,0450PM
3131,SQU,242,MW,0500PM,0525PM
3132,SQU,242,MW,0525PM,0650PM
3133,SQU,242,MW,0700PM,0725PM
3134,SQU,242,MW,0725PM,0850PM
3135,SQU,242,TR,0600PM,0625PM
3136,SQU,242,TR,0625PM,0750PM
3137,MND,1015,TR,0800AM,0850AM
3138,SQU,242,TR,1000AM,1025AM
3139,SQU,242,TR,1025AM,1150AM
3140,SQU,242,TR,0200PM,0225PM
3141,SQU,242,TR,0225PM,0350PM
3142,SQU,242,TR,0400PM,0425PM
3143,SQU,242,TR,0425PM,0550PM
3144,MND,1015,MW,1000AM,1050AM
3145,SQU,242,MW,1100AM,1125AM
3146,SQU,242,MW,1125AM,1250PM
3147,SQU,242,TR,0800AM,0825AM
3148,SQU,242,TR,0825AM,0950AM
3149,SQU,242,TR,1200PM,1225PM
3150,SQU,242,TR,1225PM,0150PM
3151,MND,1015,MW,1200PM,1250PM
3152,MND,1015,F,1200PM,1250PM
3153,SQU,246,M,0130PM,0420PM
3154,SQU,246,T,0930AM,1220PM
3155,SQU,246,T,0100PM,0350PM
3156,MND,1015,TR,0900AM,0950AM
3157,MND,1015,TR,0950AM,1015AM
3158,SQU,246,R,1030AM,0120PM
3159,SQU,246,R,0200PM,0450PM
3160,SQU,246,F,0900AM,1150AM
3161,WEB,ONLINE,TR,0530PM,0645PM
3162,TSC,1001,MW,0900AM,0950AM
3163,TSC,1001,F,0900AM,0950AM
3164,SQU,236,M,0300PM,0550PM
3165,SQU,236,T,1200PM,0250PM
3166,SQU,236,T,0300PM,0550PM
3167,TSC,1001,MW,0200PM,0250PM
3168,TSC,1001,F,0200PM,0250PM
3169,SQU,236,R,0900AM,1150AM
3170,SQU,236,R,1200PM,0250PM
3171,SQU,236,R,0300PM,0550PM
3172,MND,1015,TR,1030AM,1120AM
3173,MND,1015,TR,1120AM,1145AM
3174,SQU,236,W,0900AM,1150AM
3175,SQU,236,W,1200PM,0250PM
3176,SQU,236,W,0300PM,0550PM
3177,MND,1015,TR,0130PM,0220PM
3178,MND,1015,TR,0220PM,0245PM
3179,SQU,236,R,0600PM,0850PM
3180,SQU,236,F,0800AM,1050AM
3181,SQU,236,F,1100AM,0150PM
3182,SQU,142,MW,1100AM,1150AM
3183,SQU,142,F,1100AM,1150AM
3184,SQU,232,M,0800AM,1050AM
3185,MND,1015,MW,0900AM,0950AM
3186,MND,1015,F,0900AM,0950AM
3187,SQU,232,M,0200PM,0450PM
3188,SQU,232,M,0500PM,0750PM
3189,SQU,232,T,0730AM,1020AM
3190,SQU,232,T,1030AM,0120PM
3191,MND,1015,TR,1200PM,1250PM
3192,MND,1015,TR,1250PM,0115PM
3193,SQU,232,T,0300PM,0550PM
3194,SQU,232,W,0800AM,1050AM
3195,SQU,232,W,1200PM,0250PM
3196,SQU,325,MWF,0900AM,0950AM
3197,WEB,ONLINE,TR,1200PM,0115PM
3198,SQU,325,MWF,0300PM,0350PM
3199,SQU,142,TR,1030AM,1145AM
3200,SQU,325,TR,0300PM,0415PM
3201,SQU,325,MWF,0100PM,0150PM
3202,SQU,446,MW,0900AM,1015AM
3203,SQU,446,MW,1020AM,1145AM
3204,SQU,446,TR,0900AM,1015AM
3205,SQU,446,TR,1020AM,1145AM
3206,SQU,446,TR,0100PM,0215PM
3207,SQU,446,TR,0220PM,0345PM
3208,SQU,140,TR,1200PM,1250PM
3209,SQU,140,TR,0100PM,0350PM
3210,SQU,325,MWF,1000AM,1050AM
3211,MND,1024,MWF,0900AM,0950AM
3212,MND,1032,MWF,1100AM,1150AM
3213,SQU,130,TR,0800AM,1050AM
3214,BNC,1025,TR,0130PM,0245PM
3215,WEB,ONLINE,TR,1030AM,1145AM
3216,MND,4000,TR,0900AM,1015AM
3217,MND,1015,TR,0400PM,0520PM
3218,WEB,ONLINE,TR,0730AM,0845AM
3219,WEB,ONLINE,TR,0430PM,0545PM
3220,WEB,ONLINE,T,0700PM,0950PM
3221,WEB,ONLINE,R,0700PM,0950PM
3222,AMD,252,MWF,0800AM,0850AM
3223,AMD,260,MWF,0900AM,0950AM
3224,ALP,212,MWF,0900AM,0950AM
3225,ALP,212,MWF,1000AM,1050AM
3226,ALP,212,MWF,1100AM,1150AM
3227,TAH,1025,MWF,1100AM,1150AM
3228,AMD,252,MW,0130PM,0245PM
3229,AMD,150,MW,0300PM,0415PM
3230,DLN,1004,TR,1200PM,0115PM
3231,ALP,122,TR,0130PM,0245PM
3232,ALP,122,TR,0300PM,0415PM
3233,MND,1015,M,0700PM,0950PM
3234,AMD,262,T,0700PM,0950PM
3235,ALP,212,W,0700PM,0950PM
3236,AMD,252,TR,1030AM,1145AM
3237,AMD,252,TR,1200PM,0115PM
3238,AMD,252,TR,0900AM,1015AM
3239,AMD,260,MWF,1000AM,1050AM
3240,AMD,260,MWF,1100AM,1150AM
3241,MRP,1011,TR,1200PM,0115PM
3242,MRP,1011,TR,0130PM,0245PM
3243,ALP,212,TR,0300PM,0415PM
3244,AMD,252,MWF,0900AM,0950AM
3245,ARC,1007,TR,1030AM,1145AM
3246,ALP,212,R,0530PM,0820PM
3247,ALP,122,MW,0130PM,0245PM
3248,ALP,122,TR,0900AM,1015AM
3249,ALP,122,TR,1200PM,0115PM
3250,AMD,252,MWF,1000AM,1050AM
3251,ARC,1007,TR,0900AM,1015AM
3252,ALP,212,MW,1200PM,0115PM
3253,ALP,212,MW,0300PM,0415PM
3254,ARC,1007,TR,1200PM,0115PM
3255,AMD,252,MW,0300PM,0415PM
3256,AMD,252,M,0530PM,0820PM
3257,ALP,212,TR,1200PM,0115PM
3258,AMD,252,MW,1200PM,0115PM
3259,AMD,313,MW,0530PM,0645PM
3260,ALP,212,T,0530PM,0820PM
3261,ARC,1007,TR,0300PM,0415PM
3262,ALP,122,TR,1030AM,1145AM
3263,AMD,252,W,0530PM,0820PM
3264,ALP,236,MWF,1100AM,1150AM
3265,AMD,252,TR,0300PM,0415PM
3266,MND,3013,TR,0900AM,1015AM
3267,AMD,252,TR,0130PM,0245PM
3268,TAH,1025,MW,0130PM,0245PM
3269,ALP,122,MW,1200PM,0115PM
3270,ALP,122,MW,0300PM,0415PM
3271,AMD,262,TR,0300PM,0415PM
3272,ALP,212,MW,0130PM,0245PM
3273,ALP,212,TR,0130PM,0245PM
3274,TAH,1025,MW,0300PM,0415PM
3275,AMD,252,T,0530PM,0820PM
3276,AMD,262,TR,1200PM,0115PM
3277,AMD,262,TR,0130PM,0245PM
3278,ARC,1007,M,0530PM,0820PM
3279,AMD,260,MW,1200PM,0115PM
3280,AMD,260,MW,0130PM,0245PM
3281,AMD,260,MWF,0800AM,0850AM
3282,TAH,1025,MW,1200PM,0115PM
3283,AMD,260,MW,0300PM,0415PM
3284,AMD,260,M,0600PM,0850PM
3285,AMD,260,T,0600PM,0850PM
3286,AMD,260,W,0600PM,0850PM
3287,AMD,260,R,0600PM,0850PM
3288,TBA,ARR,M,0600PM,0850PM
3289,TBA,ARR,S,0900AM,0300PM
3290,TBA,ARR,T,0600PM,0850PM
3291,TBA,ARR,W,0600PM,0850PM
3292,DTN,110,M,0600PM,0850PM
3293,DTN,110,R,0600PM,0850PM
3294,TBA,ARR,R,0600PM,0850PM
3295,DTN,108,M,0600PM,0850PM
3296,DTN,108,W,0600PM,0850PM
3297,DTN,108,T,0600PM,0850PM
3298,AMD,150,MWF,0800AM,0850AM
3299,AMD,150,MW,1200PM,0115PM
3300,AMD,308,MWF,0300PM,0350PM
3301,AMD,308,MWF,0400PM,0450PM
3302,ALP,138,TR,0300PM,0415PM
3303,AMD,150,MWF,1000AM,1050AM
3304,AMD,308,MWF,0900AM,0950AM
3305,EUR,114,MWF,1200PM,1250PM
3306,AMD,151,TR,0530PM,0645PM
3307,AMD,308,MWF,1100AM,1150AM
3308,AMD,151,TR,0900AM,1015AM
3309,DH,105,TR,1030AM,1145AM
3310,AMD,150,TR,1200PM,0115PM
3311,ALP,138,TR,0130PM,0245PM
3312,DH,105,TR,0530PM,0645PM
3313,DH,105,MW,0130PM,0245PM
3314,AMD,209,T,0900AM,1150AM
3315,AMD,209,W,0530PM,0820PM
3316,AMD,209,R,1200PM,0250PM
3317,EUR,114,TR,0300PM,0415PM
3318,AMD,151,TR,1200PM,0115PM
3319,AMD,308,MWF,0800AM,0850AM
3320,AMD,151,TR,0300PM,0415PM
3321,AMD,150,MWF,0900AM,0950AM
3322,AMD,150,MW,0130PM,0245PM
3323,AMD,308,MW,1200PM,0115PM
3324,DH,105,MW,1200PM,0115PM
3325,AMD,313,MWF,1100AM,1150AM
3326,AMD,220,MW,1200PM,0115PM
3327,AMD,313,MW,0130PM,0245PM
3328,AMD,313,TR,0900AM,1015AM
3329,AMD,220,TR,1030AM,1145AM
3330,AMD,313,TR,0300PM,0415PM
3331,AMD,313,R,0530PM,0645PM
3332,ALP,138,TR,1200PM,0115PM
3333,EUR,114,TR,0900AM,1015AM
3334,AMD,150,TR,1030AM,1145AM
3335,AMD,151,MW,1000AM,1050AM
3336,AMD,151,MW,1100AM,1150AM
3337,ALP,138,T,0900AM,1015AM
3338,DH,105,TR,0300PM,0415PM
3339,AMD,151,TR,1030AM,1145AM
3340,LIB,128,T,0530PM,0820PM
3341,DH,105,MW,0530PM,0645PM
3342,AMD,151,TR,0130PM,0245PM
3343,EUR,114,MW,1000AM,1050AM
3344,AMD,150,MWF,1100AM,1150AM
3345,ALP,138,TR,1030AM,1145AM
3346,EUR,114,TR,1030AM,1145AM
3347,AMD,151,MWF,0200PM,0250PM
3348,EUR,114,TR,0130PM,0245PM
3349,TBA,ARR,T,1030AM,1145AM
3350,TBA,ARR,R,1030AM,1145AM
3351,AMD,362,F,0230PM,0430PM
3352,AMD,362,T,0900AM,1150AM
3353,AMD,354,T,1200PM,0250PM
3354,AMD,261,R,0400PM,0650PM
3355,AMD,362,R,0900AM,1150AM
3356,AMD,362,W,0900AM,1150AM
3357,AMD,261,W,0400PM,0650PM
3358,AMD,362,W,1200PM,0250PM
3359,AMD,362,M,0900AM,1150AM
3360,FLS,1056,TR,0130PM,0250PM
3361,FLS,1056,TR,0300PM,0550PM
3362,FLS,1056,TR,0300PM,0550PM
3363,TBA,ARR,TR,0300PM,0550PM
3364,TBA,ARR,TR,0300PM,0550PM
3365,FLS,1049,MW,1030AM,1150AM
3366,FLS,1066,M,0800AM,0950AM
3367,FLS,1056,MW,0800AM,0850AM
3368,FLS,1056,MW,0800AM,0850AM
3369,FLS,1059,MW,0900AM,1150AM
3370,FLS,1059,MW,0900AM,1150AM
3371,TBA,ARR,MW,0900AM,1150AM
3372,TBA,ARR,MW,0900AM,1150AM
3373,FLS,1066,TR,0800AM,0850AM
3374,FLS,1066,TR,0800AM,0850AM
3375,FLS,1066,TR,0900AM,1150AM
3376,FLS,1066,TR,0900AM,1150AM
3377,TBA,ARR,TR,0900AM,1150AM
3378,TBA,ARR,TR,0900AM,1150AM
3379,FLS,1066,T,0100PM,0150PM
3380,FLS,1066,T,0200PM,0500PM
3381,FLS,1066,T,0200PM,0500PM
3382,TBA,ARR,T,0200PM,0500PM
3383,TBA,ARR,T,0200PM,0500PM
3384,FLS,1051,F,1000AM,1130AM
3385,FLS,1051,TR,1000AM,1130AM
3386,FLS,1051,TR,1000AM,1130AM
3387,FLS,1051,F,1000AM,1130AM
3388,FLS,1056,M,0100PM,0150PM
3389,FLS,1056,M,0200PM,0450PM
3390,FLS,1056,M,0200PM,0450PM
3391,TBA,ARR,M,0200PM,0450PM
3392,TBA,ARR,M,0200PM,0450PM
3393,FLS,1056,WF,0100PM,0150PM
3394,FLS,1066,W,0200PM,0450PM
3395,FLS,1066,W,0200PM,0450PM
3396,FLS,1066,F,0200PM,0450PM
3397,FLS,1066,F,0200PM,0450PM
3398,FLS,1066,R,0130PM,0330PM
3399,FLS,1055,F,0230PM,0430PM
3400,FLS,1055,T,0330PM,0530PM
3401,FLS,1055,M,0900AM,1050AM
3402,FLS,1062,R,0340PM,0440PM
3403,FLS,1056,R,0800AM,0850AM
3404,FLS,1056,R,0800AM,0850AM
3405,FLS,1056,R,0900AM,1150AM
3406,FLS,1056,R,0900AM,1150AM
3407,TBA,ARR,R,0900AM,1150AM
3408,TBA,ARR,R,0900AM,1150AM
3409,FLS,1056,T,0800AM,0850AM
3410,FLS,1059,T,0900AM,1150AM
3411,FLS,1059,T,0900AM,1150AM
3412,TBA,ARR,T,0900AM,1150AM
3413,TBA,ARR,T,0900AM,1150AM
3414,FLS,1066,F,1000AM,1050AM
3415,FLS,1066,F,1100AM,1250PM
3416,FLS,1066,F,1100AM,1250PM
3417,FLS,1066,W,0900AM,1250PM
